"Date","Site.Name","COUNTY","AQS_PARAMETER_DESC","AQI","Latitude","Longitude","Month","Year"
2018-07-25,"Durham Armory","Durham","Ozone",39,36.0329550008979,-78.904037,7,2018
2018-07-25,"Durham Armory","Durham","PM2.5",33,36.0329550008979,-78.904037,7,2018
2018-07-25,"Frying Pan Mountain","Haywood","Ozone",43,35.379167,-82.7925,7,2018
2018-07-25,"Garinger High School","Mecklenburg","Ozone",42,35.2401000008895,-80.785683,7,2018
2018-07-25,"Garinger High School","Mecklenburg","PM2.5",27.5,35.2401000008895,-80.785683,7,2018
2018-07-25,"Hattie Avenue","Forsyth","Ozone",41,36.110693332,-80.2264378,7,2018
2018-07-25,"Hattie Avenue","Forsyth","PM2.5",23,36.110693332,-80.2264378,7,2018
2018-07-25,"Leggett","Edgecombe","Ozone",37,35.988278,-77.5843,7,2018
2018-07-25,"Leggett","Edgecombe","PM2.5",13,35.988278,-77.5843,7,2018
2018-07-25,"Linville Falls","Avery","Ozone",24,35.972347,-81.933072,7,2018
2018-07-25,"Linville Falls","Avery","PM2.5",21,35.972347,-81.933072,7,2018
2018-07-25,"Mendenhall School","Guilford","Ozone",41,36.1090060008986,-79.802314,7,2018
2018-07-25,"Mendenhall School","Guilford","PM2.5",26,36.1090060008986,-79.802314,7,2018
2018-07-25,"Millbrook School","Wake","Ozone",35,35.856111,-78.574167,7,2018
2018-07-25,"Millbrook School","Wake","PM2.5",27.3333333333333,35.856111,-78.574167,7,2018
2018-07-25,"Pitt Agri. Center","Pitt","Ozone",39,35.6412760008938,-77.360126,7,2018
2018-07-25,"Pitt Agri. Center","Pitt","PM2.5",15,35.6412760008938,-77.360126,7,2018
2018-07-25,"West Johnston Co.","Johnston","Ozone",36,35.59095,-78.4622,7,2018
2018-07-25,"West Johnston Co.","Johnston","PM2.5",24,35.59095,-78.4622,7,2018
2018-07-26,"Bryson City","Swain","Ozone",40,35.434767,-83.442133,7,2018
2018-07-26,"Bryson City","Swain","PM2.5",38,35.434767,-83.442133,7,2018
2018-07-26,"Castle Hayne","New Hanover","Ozone",35,34.364167,-77.838611,7,2018
2018-07-26,"Castle Hayne","New Hanover","PM2.5",18,34.364167,-77.838611,7,2018
2018-07-26,"Clemmons Middle","Forsyth","Ozone",45,36.026,-80.342,7,2018
2018-07-26,"Clemmons Middle","Forsyth","PM2.5",33,36.026,-80.342,7,2018
2018-07-26,"Durham Armory","Durham","Ozone",49,36.0329550008979,-78.904037,7,2018
2018-07-26,"Durham Armory","Durham","PM2.5",38,36.0329550008979,-78.904037,7,2018
2018-07-26,"Frying Pan Mountain","Haywood","Ozone",77,35.379167,-82.7925,7,2018
2018-07-26,"Garinger High School","Mecklenburg","Ozone",64,35.2401000008895,-80.785683,7,2018
2018-07-26,"Garinger High School","Mecklenburg","PM2.5",30,35.2401000008895,-80.785683,7,2018
2018-07-26,"Hattie Avenue","Forsyth","Ozone",45,36.110693332,-80.2264378,7,2018
2018-07-26,"Hattie Avenue","Forsyth","PM2.5",26,36.110693332,-80.2264378,7,2018
2018-07-26,"Leggett","Edgecombe","Ozone",42,35.988278,-77.5843,7,2018
2018-07-26,"Leggett","Edgecombe","PM2.5",30,35.988278,-77.5843,7,2018
2018-07-26,"Linville Falls","Avery","Ozone",29,35.972347,-81.933072,7,2018
2018-07-26,"Mendenhall School","Guilford","Ozone",50,36.1090060008986,-79.802314,7,2018
2018-07-26,"Mendenhall School","Guilford","PM2.5",24,36.1090060008986,-79.802314,7,2018
2018-07-26,"Millbrook School","Wake","Ozone",46,35.856111,-78.574167,7,2018
2018-07-26,"Millbrook School","Wake","PM2.5",41,35.856111,-78.574167,7,2018
2018-07-26,"Pitt Agri. Center","Pitt","Ozone",45,35.6412760008938,-77.360126,7,2018
2018-07-26,"Pitt Agri. Center","Pitt","PM2.5",31,35.6412760008938,-77.360126,7,2018
2018-07-26,"West Johnston Co.","Johnston","Ozone",41,35.59095,-78.4622,7,2018
2018-07-26,"West Johnston Co.","Johnston","PM2.5",36,35.59095,-78.4622,7,2018
2018-07-27,"Bryson City","Swain","Ozone",42,35.434767,-83.442133,7,2018
2018-07-27,"Bryson City","Swain","PM2.5",44,35.434767,-83.442133,7,2018
2018-07-27,"Castle Hayne","New Hanover","Ozone",35,34.364167,-77.838611,7,2018
2018-07-27,"Castle Hayne","New Hanover","PM2.5",13,34.364167,-77.838611,7,2018
2018-07-27,"Clemmons Middle","Forsyth","Ozone",71,36.026,-80.342,7,2018
2018-07-27,"Clemmons Middle","Forsyth","PM2.5",50,36.026,-80.342,7,2018
2018-07-27,"Durham Armory","Durham","Ozone",47,36.0329550008979,-78.904037,7,2018
2018-07-27,"Durham Armory","Durham","PM2.5",52,36.0329550008979,-78.904037,7,2018
2018-07-27,"Frying Pan Mountain","Haywood","Ozone",44,35.379167,-82.7925,7,2018
2018-07-27,"Garinger High School","Mecklenburg","Ozone",64,35.2401000008895,-80.785683,7,2018
2018-07-27,"Garinger High School","Mecklenburg","PM2.5",35,35.2401000008895,-80.785683,7,2018
2018-07-27,"Hattie Avenue","Forsyth","Ozone",71,36.110693332,-80.2264378,7,2018
2018-07-27,"Hattie Avenue","Forsyth","PM2.5",41,36.110693332,-80.2264378,7,2018
2018-07-27,"Leggett","Edgecombe","Ozone",34,35.988278,-77.5843,7,2018
2018-07-27,"Leggett","Edgecombe","PM2.5",45,35.988278,-77.5843,7,2018
2018-07-27,"Linville Falls","Avery","Ozone",40,35.972347,-81.933072,7,2018
2018-07-27,"Mendenhall School","Guilford","Ozone",84,36.1090060008986,-79.802314,7,2018
2018-07-27,"Mendenhall School","Guilford","PM2.5",36,36.1090060008986,-79.802314,7,2018
2018-07-27,"Millbrook School","Wake","Ozone",44,35.856111,-78.574167,7,2018
2018-07-27,"Millbrook School","Wake","PM2.5",48,35.856111,-78.574167,7,2018
2018-07-27,"Pitt Agri. Center","Pitt","Ozone",33,35.6412760008938,-77.360126,7,2018
2018-07-27,"Pitt Agri. Center","Pitt","PM2.5",38,35.6412760008938,-77.360126,7,2018
2018-07-27,"West Johnston Co.","Johnston","Ozone",38,35.59095,-78.4622,7,2018
2018-07-27,"West Johnston Co.","Johnston","PM2.5",45,35.59095,-78.4622,7,2018
2018-07-28,"Bryson City","Swain","Ozone",40,35.434767,-83.442133,7,2018
2018-07-28,"Bryson City","Swain","PM2.5",40,35.434767,-83.442133,7,2018
2018-07-28,"Castle Hayne","New Hanover","Ozone",36,34.364167,-77.838611,7,2018
2018-07-28,"Castle Hayne","New Hanover","PM2.5",12,34.364167,-77.838611,7,2018
2018-07-28,"Clemmons Middle","Forsyth","Ozone",44,36.026,-80.342,7,2018
2018-07-28,"Clemmons Middle","Forsyth","PM2.5",43,36.026,-80.342,7,2018
2018-07-28,"Durham Armory","Durham","Ozone",42,36.0329550008979,-78.904037,7,2018
2018-07-28,"Durham Armory","Durham","PM2.5",48.5,36.0329550008979,-78.904037,7,2018
2018-07-28,"Frying Pan Mountain","Haywood","Ozone",44,35.379167,-82.7925,7,2018
2018-07-28,"Frying Pan Mountain","Haywood","PM2.5",25,35.379167,-82.7925,7,2018
2018-07-28,"Garinger High School","Mecklenburg","Ozone",51,35.2401000008895,-80.785683,7,2018
2018-07-28,"Garinger High School","Mecklenburg","PM2.5",48.5,35.2401000008895,-80.785683,7,2018
2018-07-28,"Hattie Avenue","Forsyth","Ozone",44,36.110693332,-80.2264378,7,2018
2018-07-28,"Hattie Avenue","Forsyth","PM2.5",36,36.110693332,-80.2264378,7,2018
2018-07-28,"Leggett","Edgecombe","Ozone",36,35.988278,-77.5843,7,2018
2018-07-28,"Leggett","Edgecombe","PM2.5",35,35.988278,-77.5843,7,2018
2018-07-28,"Linville Falls","Avery","Ozone",39,35.972347,-81.933072,7,2018
2018-07-28,"Linville Falls","Avery","PM2.5",34,35.972347,-81.933072,7,2018
2018-07-28,"Mendenhall School","Guilford","Ozone",45,36.1090060008986,-79.802314,7,2018
2018-07-28,"Mendenhall School","Guilford","PM2.5",34,36.1090060008986,-79.802314,7,2018
2018-07-28,"Millbrook School","Wake","Ozone",43,35.856111,-78.574167,7,2018
2018-07-28,"Millbrook School","Wake","PM2.5",45.5,35.856111,-78.574167,7,2018
2018-07-28,"Pitt Agri. Center","Pitt","Ozone",37,35.6412760008938,-77.360126,7,2018
2018-07-28,"Pitt Agri. Center","Pitt","PM2.5",29.5,35.6412760008938,-77.360126,7,2018
2018-07-28,"West Johnston Co.","Johnston","Ozone",41,35.59095,-78.4622,7,2018
2018-07-28,"West Johnston Co.","Johnston","PM2.5",44,35.59095,-78.4622,7,2018
2018-07-29,"Bryson City","Swain","Ozone",40,35.434767,-83.442133,7,2018
2018-07-29,"Bryson City","Swain","PM2.5",36,35.434767,-83.442133,7,2018
2018-07-29,"Castle Hayne","New Hanover","Ozone",31,34.364167,-77.838611,7,2018
2018-07-29,"Castle Hayne","New Hanover","PM2.5",11,34.364167,-77.838611,7,2018
2018-07-29,"Clemmons Middle","Forsyth","Ozone",44,36.026,-80.342,7,2018
2018-07-29,"Clemmons Middle","Forsyth","PM2.5",42,36.026,-80.342,7,2018
2018-07-29,"Durham Armory","Durham","Ozone",37,36.0329550008979,-78.904037,7,2018
2018-07-29,"Durham Armory","Durham","PM2.5",43,36.0329550008979,-78.904037,7,2018
2018-07-29,"Frying Pan Mountain","Haywood","Ozone",38,35.379167,-82.7925,7,2018
2018-07-29,"Garinger High School","Mecklenburg","Ozone",45,35.2401000008895,-80.785683,7,2018
2018-07-29,"Garinger High School","Mecklenburg","PM2.5",33,35.2401000008895,-80.785683,7,2018
2018-07-29,"Hattie Avenue","Forsyth","Ozone",44,36.110693332,-80.2264378,7,2018
2018-07-29,"Hattie Avenue","Forsyth","PM2.5",34,36.110693332,-80.2264378,7,2018
2018-07-29,"Leggett","Edgecombe","Ozone",35,35.988278,-77.5843,7,2018
2018-07-29,"Linville Falls","Avery","Ozone",39,35.972347,-81.933072,7,2018
2018-07-29,"Mendenhall School","Guilford","Ozone",38,36.1090060008986,-79.802314,7,2018
2018-07-29,"Mendenhall School","Guilford","PM2.5",35,36.1090060008986,-79.802314,7,2018
2018-07-29,"Millbrook School","Wake","Ozone",37,35.856111,-78.574167,7,2018
2018-07-29,"Millbrook School","Wake","PM2.5",42,35.856111,-78.574167,7,2018
2018-07-29,"Pitt Agri. Center","Pitt","Ozone",34,35.6412760008938,-77.360126,7,2018
2018-07-29,"Pitt Agri. Center","Pitt","PM2.5",30,35.6412760008938,-77.360126,7,2018
2018-07-29,"West Johnston Co.","Johnston","Ozone",37,35.59095,-78.4622,7,2018
2018-07-29,"West Johnston Co.","Johnston","PM2.5",34,35.59095,-78.4622,7,2018
2018-07-30,"Bryson City","Swain","Ozone",41,35.434767,-83.442133,7,2018
2018-07-30,"Bryson City","Swain","PM2.5",40,35.434767,-83.442133,7,2018
2018-07-30,"Castle Hayne","New Hanover","Ozone",20,34.364167,-77.838611,7,2018
2018-07-30,"Castle Hayne","New Hanover","PM2.5",12,34.364167,-77.838611,7,2018
2018-07-30,"Clemmons Middle","Forsyth","Ozone",44,36.026,-80.342,7,2018
2018-07-30,"Clemmons Middle","Forsyth","PM2.5",26,36.026,-80.342,7,2018
2018-07-30,"Durham Armory","Durham","Ozone",31,36.0329550008979,-78.904037,7,2018
2018-07-30,"Durham Armory","Durham","PM2.5",26,36.0329550008979,-78.904037,7,2018
2018-07-30,"Frying Pan Mountain","Haywood","Ozone",34,35.379167,-82.7925,7,2018
2018-07-30,"Garinger High School","Mecklenburg","Ozone",44,35.2401000008895,-80.785683,7,2018
2018-07-30,"Garinger High School","Mecklenburg","PM2.5",22,35.2401000008895,-80.785683,7,2018
2018-07-30,"Hattie Avenue","Forsyth","Ozone",43,36.110693332,-80.2264378,7,2018
2018-07-30,"Hattie Avenue","Forsyth","PM2.5",20,36.110693332,-80.2264378,7,2018
2018-07-30,"Leggett","Edgecombe","Ozone",22,35.988278,-77.5843,7,2018
2018-07-30,"Linville Falls","Avery","Ozone",37,35.972347,-81.933072,7,2018
2018-07-30,"Mendenhall School","Guilford","Ozone",36,36.1090060008986,-79.802314,7,2018
2018-07-30,"Mendenhall School","Guilford","PM2.5",19,36.1090060008986,-79.802314,7,2018
2018-07-30,"Millbrook School","Wake","Ozone",29,35.856111,-78.574167,7,2018
2018-07-30,"Millbrook School","Wake","PM2.5",24,35.856111,-78.574167,7,2018
2018-07-30,"Pitt Agri. Center","Pitt","Ozone",22,35.6412760008938,-77.360126,7,2018
2018-07-30,"Pitt Agri. Center","Pitt","PM2.5",20,35.6412760008938,-77.360126,7,2018
2018-07-30,"West Johnston Co.","Johnston","Ozone",21,35.59095,-78.4622,7,2018
2018-07-30,"West Johnston Co.","Johnston","PM2.5",24,35.59095,-78.4622,7,2018
2018-07-31,"Bryson City","Swain","Ozone",31,35.434767,-83.442133,7,2018
2018-07-31,"Bryson City","Swain","PM2.5",27,35.434767,-83.442133,7,2018
2018-07-31,"Castle Hayne","New Hanover","Ozone",30,34.364167,-77.838611,7,2018
2018-07-31,"Castle Hayne","New Hanover","PM2.5",10,34.364167,-77.838611,7,2018
2018-07-31,"Clemmons Middle","Forsyth","Ozone",31,36.026,-80.342,7,2018
2018-07-31,"Clemmons Middle","Forsyth","PM2.5",31,36.026,-80.342,7,2018
2018-07-31,"Durham Armory","Durham","Ozone",30,36.0329550008979,-78.904037,7,2018
2018-07-31,"Durham Armory","Durham","PM2.5",35.5,36.0329550008979,-78.904037,7,2018
2018-07-31,"Frying Pan Mountain","Haywood","Ozone",46,35.379167,-82.7925,7,2018
2018-07-31,"Frying Pan Mountain","Haywood","PM2.5",23,35.379167,-82.7925,7,2018
2018-07-31,"Garinger High School","Mecklenburg","Ozone",29,35.2401000008895,-80.785683,7,2018
2018-07-31,"Garinger High School","Mecklenburg","PM2.5",31,35.2401000008895,-80.785683,7,2018
2018-07-31,"Hattie Avenue","Forsyth","Ozone",29,36.110693332,-80.2264378,7,2018
2018-07-31,"Hattie Avenue","Forsyth","PM2.5",28.5,36.110693332,-80.2264378,7,2018
2018-07-31,"Leggett","Edgecombe","Ozone",25,35.988278,-77.5843,7,2018
2018-07-31,"Linville Falls","Avery","Ozone",32,35.972347,-81.933072,7,2018
2018-07-31,"Linville Falls","Avery","PM2.5",25,35.972347,-81.933072,7,2018
2018-07-31,"Mendenhall School","Guilford","Ozone",29,36.1090060008986,-79.802314,7,2018
2018-07-31,"Mendenhall School","Guilford","PM2.5",24,36.1090060008986,-79.802314,7,2018
2018-07-31,"Millbrook School","Wake","Ozone",31,35.856111,-78.574167,7,2018
2018-07-31,"Millbrook School","Wake","PM2.5",30.5,35.856111,-78.574167,7,2018
2018-07-31,"Pitt Agri. Center","Pitt","Ozone",27,35.6412760008938,-77.360126,7,2018
2018-07-31,"Pitt Agri. Center","Pitt","PM2.5",26.5,35.6412760008938,-77.360126,7,2018
2018-07-31,"West Johnston Co.","Johnston","Ozone",26,35.59095,-78.4622,7,2018
2018-07-31,"West Johnston Co.","Johnston","PM2.5",28,35.59095,-78.4622,7,2018
2018-08-01,"Bryson City","Swain","Ozone",31,35.434767,-83.442133,8,2018
2018-08-01,"Bryson City","Swain","PM2.5",25,35.434767,-83.442133,8,2018
2018-08-01,"Castle Hayne","New Hanover","Ozone",17,34.364167,-77.838611,8,2018
2018-08-01,"Castle Hayne","New Hanover","PM2.5",11,34.364167,-77.838611,8,2018
2018-08-01,"Clemmons Middle","Forsyth","Ozone",35,36.026,-80.342,8,2018
2018-08-01,"Clemmons Middle","Forsyth","PM2.5",23,36.026,-80.342,8,2018
2018-08-01,"Durham Armory","Durham","Ozone",30,36.0329550008979,-78.904037,8,2018
2018-08-01,"Durham Armory","Durham","PM2.5",34,36.0329550008979,-78.904037,8,2018
2018-08-01,"Frying Pan Mountain","Haywood","Ozone",32,35.379167,-82.7925,8,2018
2018-08-01,"Garinger High School","Mecklenburg","Ozone",25,35.2401000008895,-80.785683,8,2018
2018-08-01,"Garinger High School","Mecklenburg","PM2.5",15,35.2401000008895,-80.785683,8,2018
2018-08-01,"Hattie Avenue","Forsyth","Ozone",34,36.110693332,-80.2264378,8,2018
2018-08-01,"Hattie Avenue","Forsyth","PM2.5",21,36.110693332,-80.2264378,8,2018
2018-08-01,"Leggett","Edgecombe","Ozone",21,35.988278,-77.5843,8,2018
2018-08-01,"Leggett","Edgecombe","PM2.5",21,35.988278,-77.5843,8,2018
2018-08-01,"Linville Falls","Avery","Ozone",31,35.972347,-81.933072,8,2018
2018-08-01,"Mendenhall School","Guilford","Ozone",34,36.1090060008986,-79.802314,8,2018
2018-08-01,"Mendenhall School","Guilford","PM2.5",15,36.1090060008986,-79.802314,8,2018
2018-08-01,"Millbrook School","Wake","Ozone",30,35.856111,-78.574167,8,2018
2018-08-01,"Millbrook School","Wake","PM2.5",31,35.856111,-78.574167,8,2018
2018-08-01,"Pitt Agri. Center","Pitt","Ozone",19,35.6412760008938,-77.360126,8,2018
2018-08-01,"Pitt Agri. Center","Pitt","PM2.5",29,35.6412760008938,-77.360126,8,2018
2018-08-01,"West Johnston Co.","Johnston","Ozone",22,35.59095,-78.4622,8,2018
2018-08-01,"West Johnston Co.","Johnston","PM2.5",27,35.59095,-78.4622,8,2018
2018-08-02,"Bryson City","Swain","Ozone",23,35.434767,-83.442133,8,2018
2018-08-02,"Bryson City","Swain","PM2.5",7,35.434767,-83.442133,8,2018
2018-08-02,"Castle Hayne","New Hanover","Ozone",16,34.364167,-77.838611,8,2018
2018-08-02,"Castle Hayne","New Hanover","PM2.5",21,34.364167,-77.838611,8,2018
2018-08-02,"Clemmons Middle","Forsyth","Ozone",31,36.026,-80.342,8,2018
2018-08-02,"Clemmons Middle","Forsyth","PM2.5",18,36.026,-80.342,8,2018
2018-08-02,"Durham Armory","Durham","Ozone",24,36.0329550008979,-78.904037,8,2018
2018-08-02,"Durham Armory","Durham","PM2.5",28,36.0329550008979,-78.904037,8,2018
2018-08-02,"Frying Pan Mountain","Haywood","Ozone",29,35.379167,-82.7925,8,2018
2018-08-02,"Garinger High School","Mecklenburg","Ozone",26,35.2401000008895,-80.785683,8,2018
2018-08-02,"Garinger High School","Mecklenburg","PM2.5",15,35.2401000008895,-80.785683,8,2018
2018-08-02,"Hattie Avenue","Forsyth","Ozone",30,36.110693332,-80.2264378,8,2018
2018-08-02,"Hattie Avenue","Forsyth","PM2.5",18,36.110693332,-80.2264378,8,2018
2018-08-02,"Leggett","Edgecombe","Ozone",15,35.988278,-77.5843,8,2018
2018-08-02,"Leggett","Edgecombe","PM2.5",16,35.988278,-77.5843,8,2018
2018-08-02,"Linville Falls","Avery","Ozone",27,35.972347,-81.933072,8,2018
2018-08-02,"Mendenhall School","Guilford","Ozone",26,36.1090060008986,-79.802314,8,2018
2018-08-02,"Mendenhall School","Guilford","PM2.5",10,36.1090060008986,-79.802314,8,2018
2018-08-02,"Millbrook School","Wake","Ozone",20,35.856111,-78.574167,8,2018
2018-08-02,"Millbrook School","Wake","PM2.5",35,35.856111,-78.574167,8,2018
2018-08-02,"Pitt Agri. Center","Pitt","Ozone",16,35.6412760008938,-77.360126,8,2018
2018-08-02,"Pitt Agri. Center","Pitt","PM2.5",20,35.6412760008938,-77.360126,8,2018
2018-08-02,"West Johnston Co.","Johnston","Ozone",17,35.59095,-78.4622,8,2018
2018-08-02,"West Johnston Co.","Johnston","PM2.5",24,35.59095,-78.4622,8,2018
2018-08-03,"Bryson City","Swain","Ozone",25,35.434767,-83.442133,8,2018
2018-08-03,"Bryson City","Swain","PM2.5",10,35.434767,-83.442133,8,2018
2018-08-03,"Castle Hayne","New Hanover","Ozone",20,34.364167,-77.838611,8,2018
2018-08-03,"Castle Hayne","New Hanover","PM2.5",0,34.364167,-77.838611,8,2018
2018-08-03,"Clemmons Middle","Forsyth","Ozone",25,36.026,-80.342,8,2018
2018-08-03,"Clemmons Middle","Forsyth","PM2.5",17,36.026,-80.342,8,2018
2018-08-03,"Durham Armory","Durham","Ozone",19,36.0329550008979,-78.904037,8,2018
2018-08-03,"Durham Armory","Durham","PM2.5",19,36.0329550008979,-78.904037,8,2018
2018-08-03,"Frying Pan Mountain","Haywood","Ozone",38,35.379167,-82.7925,8,2018
2018-08-03,"Frying Pan Mountain","Haywood","PM2.5",2,35.379167,-82.7925,8,2018
2018-08-03,"Garinger High School","Mecklenburg","Ozone",22,35.2401000008895,-80.785683,8,2018
2018-08-03,"Garinger High School","Mecklenburg","PM2.5",13.5,35.2401000008895,-80.785683,8,2018
2018-08-03,"Hattie Avenue","Forsyth","Ozone",24,36.110693332,-80.2264378,8,2018
2018-08-03,"Hattie Avenue","Forsyth","PM2.5",15,36.110693332,-80.2264378,8,2018
2018-08-03,"Leggett","Edgecombe","Ozone",17,35.988278,-77.5843,8,2018
2018-08-03,"Leggett","Edgecombe","PM2.5",10,35.988278,-77.5843,8,2018
2018-08-03,"Linville Falls","Avery","Ozone",20,35.972347,-81.933072,8,2018
2018-08-03,"Linville Falls","Avery","PM2.5",5,35.972347,-81.933072,8,2018
2018-08-03,"Mendenhall School","Guilford","Ozone",25,36.1090060008986,-79.802314,8,2018
2018-08-03,"Mendenhall School","Guilford","PM2.5",8,36.1090060008986,-79.802314,8,2018
2018-08-03,"Millbrook School","Wake","Ozone",19,35.856111,-78.574167,8,2018
2018-08-03,"Millbrook School","Wake","PM2.5",17.5,35.856111,-78.574167,8,2018
2018-08-03,"Pitt Agri. Center","Pitt","Ozone",21,35.6412760008938,-77.360126,8,2018
2018-08-03,"Pitt Agri. Center","Pitt","PM2.5",11.5,35.6412760008938,-77.360126,8,2018
2018-08-03,"West Johnston Co.","Johnston","Ozone",17,35.59095,-78.4622,8,2018
2018-08-03,"West Johnston Co.","Johnston","PM2.5",17,35.59095,-78.4622,8,2018
2018-08-04,"Bryson City","Swain","Ozone",27,35.434767,-83.442133,8,2018
2018-08-04,"Bryson City","Swain","PM2.5",15,35.434767,-83.442133,8,2018
2018-08-04,"Castle Hayne","New Hanover","Ozone",19,34.364167,-77.838611,8,2018
2018-08-04,"Castle Hayne","New Hanover","PM2.5",0,34.364167,-77.838611,8,2018
2018-08-04,"Clemmons Middle","Forsyth","Ozone",29,36.026,-80.342,8,2018
2018-08-04,"Clemmons Middle","Forsyth","PM2.5",22,36.026,-80.342,8,2018
2018-08-04,"Durham Armory","Durham","Ozone",26,36.0329550008979,-78.904037,8,2018
2018-08-04,"Durham Armory","Durham","PM2.5",32,36.0329550008979,-78.904037,8,2018
2018-08-04,"Frying Pan Mountain","Haywood","Ozone",36,35.379167,-82.7925,8,2018
2018-08-04,"Garinger High School","Mecklenburg","Ozone",40,35.2401000008895,-80.785683,8,2018
2018-08-04,"Garinger High School","Mecklenburg","PM2.5",25,35.2401000008895,-80.785683,8,2018
2018-08-04,"Hattie Avenue","Forsyth","Ozone",34,36.110693332,-80.2264378,8,2018
2018-08-04,"Hattie Avenue","Forsyth","PM2.5",23,36.110693332,-80.2264378,8,2018
2018-08-04,"Leggett","Edgecombe","Ozone",26,35.988278,-77.5843,8,2018
2018-08-04,"Leggett","Edgecombe","PM2.5",43,35.988278,-77.5843,8,2018
2018-08-04,"Linville Falls","Avery","Ozone",23,35.972347,-81.933072,8,2018
2018-08-04,"Mendenhall School","Guilford","Ozone",39,36.1090060008986,-79.802314,8,2018
2018-08-04,"Mendenhall School","Guilford","PM2.5",21,36.1090060008986,-79.802314,8,2018
2018-08-04,"Millbrook School","Wake","Ozone",31,35.856111,-78.574167,8,2018
2018-08-04,"Millbrook School","Wake","PM2.5",29.5,35.856111,-78.574167,8,2018
2018-08-04,"Pitt Agri. Center","Pitt","Ozone",23,35.6412760008938,-77.360126,8,2018
2018-08-04,"Pitt Agri. Center","Pitt","PM2.5",19,35.6412760008938,-77.360126,8,2018
2018-08-04,"West Johnston Co.","Johnston","Ozone",24,35.59095,-78.4622,8,2018
2018-08-04,"West Johnston Co.","Johnston","PM2.5",23,35.59095,-78.4622,8,2018
2018-08-05,"Bryson City","Swain","Ozone",29,35.434767,-83.442133,8,2018
2018-08-05,"Bryson City","Swain","PM2.5",25,35.434767,-83.442133,8,2018
2018-08-05,"Castle Hayne","New Hanover","Ozone",25,34.364167,-77.838611,8,2018
2018-08-05,"Castle Hayne","New Hanover","PM2.5",0,34.364167,-77.838611,8,2018
2018-08-05,"Clemmons Middle","Forsyth","Ozone",41,36.026,-80.342,8,2018
2018-08-05,"Clemmons Middle","Forsyth","PM2.5",29,36.026,-80.342,8,2018
2018-08-05,"Durham Armory","Durham","Ozone",41,36.0329550008979,-78.904037,8,2018
2018-08-05,"Durham Armory","Durham","PM2.5",40,36.0329550008979,-78.904037,8,2018
2018-08-05,"Frying Pan Mountain","Haywood","Ozone",41,35.379167,-82.7925,8,2018
2018-08-05,"Garinger High School","Mecklenburg","Ozone",39,35.2401000008895,-80.785683,8,2018
2018-08-05,"Garinger High School","Mecklenburg","PM2.5",27,35.2401000008895,-80.785683,8,2018
2018-08-05,"Hattie Avenue","Forsyth","Ozone",42,36.110693332,-80.2264378,8,2018
2018-08-05,"Hattie Avenue","Forsyth","PM2.5",25,36.110693332,-80.2264378,8,2018
2018-08-05,"Leggett","Edgecombe","Ozone",28,35.988278,-77.5843,8,2018
2018-08-05,"Leggett","Edgecombe","PM2.5",24,35.988278,-77.5843,8,2018
2018-08-05,"Linville Falls","Avery","Ozone",22,35.972347,-81.933072,8,2018
2018-08-05,"Mendenhall School","Guilford","Ozone",42,36.1090060008986,-79.802314,8,2018
2018-08-05,"Mendenhall School","Guilford","PM2.5",21,36.1090060008986,-79.802314,8,2018
2018-08-05,"Millbrook School","Wake","Ozone",38,35.856111,-78.574167,8,2018
2018-08-05,"Millbrook School","Wake","PM2.5",35.5,35.856111,-78.574167,8,2018
2018-08-05,"Pitt Agri. Center","Pitt","Ozone",31,35.6412760008938,-77.360126,8,2018
2018-08-05,"Pitt Agri. Center","Pitt","PM2.5",28,35.6412760008938,-77.360126,8,2018
2018-08-05,"West Johnston Co.","Johnston","Ozone",33,35.59095,-78.4622,8,2018
2018-08-05,"West Johnston Co.","Johnston","PM2.5",33,35.59095,-78.4622,8,2018
2018-08-06,"Bryson City","Swain","Ozone",24,35.434767,-83.442133,8,2018
2018-08-06,"Bryson City","Swain","PM2.5",27,35.434767,-83.442133,8,2018
2018-08-06,"Castle Hayne","New Hanover","Ozone",31,34.364167,-77.838611,8,2018
2018-08-06,"Castle Hayne","New Hanover","PM2.5",15,34.364167,-77.838611,8,2018
2018-08-06,"Clemmons Middle","Forsyth","Ozone",39,36.026,-80.342,8,2018
2018-08-06,"Clemmons Middle","Forsyth","PM2.5",37,36.026,-80.342,8,2018
2018-08-06,"Durham Armory","Durham","Ozone",44,36.0329550008979,-78.904037,8,2018
2018-08-06,"Durham Armory","Durham","PM2.5",42,36.0329550008979,-78.904037,8,2018
2018-08-06,"Frying Pan Mountain","Haywood","Ozone",31,35.379167,-82.7925,8,2018
2018-08-06,"Frying Pan Mountain","Haywood","PM2.5",20,35.379167,-82.7925,8,2018
2018-08-06,"Garinger High School","Mecklenburg","Ozone",47,35.2401000008895,-80.785683,8,2018
2018-08-06,"Garinger High School","Mecklenburg","PM2.5",28,35.2401000008895,-80.785683,8,2018
2018-08-06,"Hattie Avenue","Forsyth","Ozone",43,36.110693332,-80.2264378,8,2018
2018-08-06,"Hattie Avenue","Forsyth","PM2.5",34.3333333333333,36.110693332,-80.2264378,8,2018
2018-08-06,"Leggett","Edgecombe","Ozone",31,35.988278,-77.5843,8,2018
2018-08-06,"Leggett","Edgecombe","PM2.5",35,35.988278,-77.5843,8,2018
2018-08-06,"Linville Falls","Avery","Ozone",25,35.972347,-81.933072,8,2018
